study,participant_id,generator,rate,trial,sequence,type,terminal_streak_length,prediction_raw,prediction_recode
2A,93,stock,50,2,11000110,filler,1,22,78
2A,93,stock,50,3,01010111,target,3,50,50
2A,93,stock,50,4,10101111,target,4,68,68
2A,93,stock,50,5,10000001,filler,1,70,70
2A,93,stock,50,6,11111101,filler,1,49,49
2A,93,stock,50,7,01010101,filler,1,19,19
2A,93,stock,50,8,11110010,filler,1,51,49
2A,93,stock,50,9,00110101,filler,1,31,31
2A,93,stock,50,10,10000000,target,7,9,91
2A,93,stock,50,11,11001101,filler,1,30,30
2A,93,stock,50,12,01010100,target,2,49,51
2A,93,stock,50,13,11101010,filler,1,78,22
2A,93,stock,50,14,01011111,target,5,86,86
2A,93,stock,50,15,10000101,filler,1,22,22
2A,93,stock,50,16,11000000,target,6,6,94
2A,93,stock,50,17,01010010,filler,1,60,40
2A,93,stock,50,18,01000001,filler,1,48,48
2A,94,stock,50,1,01010010,filler,1,72,28
2A,94,stock,50,2,10000101,filler,1,37,37
2A,94,stock,50,3,11000000,target,6,56,44
2A,94,stock,50,4,11111010,filler,1,75,25
2A,94,stock,50,5,10100000,target,5,54,46
2A,94,stock,50,6,01010111,target,3,30,30
2A,94,stock,50,7,01010000,target,4,56,44
2A,94,stock,50,8,01001011,target,2,35,35
2A,94,stock,50,9,00110110,filler,1,61,39
2A,94,stock,50,10,01000101,filler,1,29,29
2A,94,stock,50,11,10000001,filler,1,81,81
2A,94,stock,50,12,10101010,filler,1,84,16
2A,94,stock,50,13,00001101,filler,1,54,54
2A,94,stock,50,14,01011110,filler,1,72,28
2A,94,stock,50,15,11111101,filler,1,54,54
2A,94,stock,50,16,11110010,filler,1,70,30
2A,94,stock,50,17,10000000,target,7,31,69
2A,94,stock,50,18,10100110,filler,1,77,23
2A,95,stock,50,1,11110010,filler,1,12,88
2A,95,stock,50,2,10001010,filler,1,8,92
2A,95,stock,50,3,01010010,filler,1,3,97
2A,95,stock,50,4,11011001,filler,1,89,89
2A,95,stock,50,5,01011110,filler,1,78,22
2A,95,stock,50,6,11000000,target,6,2,98
2A,95,stock,50,7,01011101,filler,1,72,72
2A,95,stock,50,8,01110010,filler,1,35,65
2A,95,stock,50,9,11011111,target,5,98,98
2A,95,stock,50,10,10000001,filler,1,7,7
2A,95,stock,50,11,11101010,filler,1,83,17
2A,95,stock,50,12,11001101,filler,1,40,40
2A,95,stock,50,13,11111101,filler,1,96,96
2A,95,stock,50,14,01011000,target,3,37,63
2A,95,stock,50,15,10100110,filler,1,60,40
2A,95,stock,50,16,10101111,target,4,77,77
2A,95,stock,50,17,10000000,target,7,1,99
2A,95,stock,50,18,10110100,target,2,61,39
2A,96,stock,50,1,11111010,filler,1,63,37
2A,96,stock,50,2,01000101,filler,1,14,14
2A,96,stock,50,3,10000101,filler,1,37,37
2A,96,stock,50,4,10111111,target,6,86,86
2A,96,stock,50,5,01110010,filler,1,50,50
2A,96,stock,50,6,11010010,filler,1,53,47
2A,96,stock,50,7,10110100,target,2,49,51
2A,96,stock,50,8,10100110,filler,1,49,51
2A,96,stock,50,9,11011001,filler,1,58,58
2A,96,stock,50,10,11111101,filler,1,86,86
2A,96,stock,50,11,10101000,target,3,31,69
2A,96,stock,50,12,01011111,target,5,65,65
2A,96,stock,50,13,10101010,filler,1,49,51
2A,96,stock,50,14,00110110,filler,1,49,51
2A,96,stock,50,15,11010000,target,4,34,66
2A,96,stock,50,16,11000110,filler,1,45,55
2A,96,stock,50,17,01011110,filler,1,63,37
2A,96,stock,50,18,10000000,target,7,9,91
2A,97,stock,50,1,11111010,filler,1,81,19
2A,97,stock,50,2,00110110,filler,1,10,90
2A,97,stock,50,3,10101010,filler,1,66,34
2A,97,stock,50,4,00001101,filler,1,26,26
2A,97,stock,50,5,10101000,target,3,35,65
2A,97,stock,50,6,01011110,filler,1,65,35
2A,97,stock,50,7,01000101,filler,1,19,19
2A,97,stock,50,8,01010101,filler,1,19,19
2A,97,stock,50,9,10110100,target,2,36,64
2A,97,stock,50,10,11000000,target,6,27,73
2A,97,stock,50,11,11010000,target,4,9,91
2A,97,stock,50,12,01111111,target,7,85,85
2A,97,stock,50,13,11111101,filler,1,88,88
2A,97,stock,50,14,01010010,filler,1,19,81
2A,97,stock,50,15,11010010,filler,1,34,66
2A,97,stock,50,16,10001010,filler,1,16,84
2A,97,stock,50,17,10100000,target,5,12,88
2A,97,stock,50,18,10100110,filler,1,26,74
2A,98,stock,50,1,10101010,filler,1,97,3
2A,98,stock,50,2,11010010,filler,1,57,43
2A,98,stock,50,3,10000001,filler,1,19,19
2A,98,stock,50,4,01010100,target,2,86,14
2A,98,stock,50,5,01011000,target,3,39,61
2A,98,stock,50,6,10000000,target,7,7,93
2A,98,stock,50,7,01010101,filler,1,5,5
2A,98,stock,50,8,01101010,filler,1,48,52
2A,98,stock,50,9,00110101,filler,1,35,35
2A,98,stock,50,10,11110010,filler,1,56,44
2A,98,stock,50,11,01011110,filler,1,66,34
2A,98,stock,50,12,10111111,target,6,86,86
2A,98,stock,50,13,00110110,filler,1,47,53
2A,98,stock,50,14,11011111,target,5,87,87
2A,98,stock,50,15,01000101,filler,1,40,40
2A,98,stock,50,16,10101111,target,4,72,72
2A,98,stock,50,17,11001101,filler,1,52,52
2A,98,stock,50,18,01010010,filler,1,71,29
2A,99,stock,50,1,10000001,filler,1,85,85
2A,99,stock,50,2,01010101,filler,1,99,99
2A,99,stock,50,3,01000000,target,6,66,34
2A,99,stock,50,4,01010000,target,4,58,42
2A,99,stock,50,5,10101000,target,3,58,42
2A,99,stock,50,6,00110101,filler,1,66,66
2A,99,stock,50,7,01010100,target,2,95,5
2A,99,stock,50,8,10000000,target,7,65,35
2A,99,stock,50,9,11011001,filler,1,99,99
2A,99,stock,50,10,01000101,filler,1,81,81
2A,99,stock,50,11,01110010,filler,1,92,8
2A,99,stock,50,12,11111010,filler,1,100,0
2A,99,stock,50,13,10100000,target,5,69,31
2A,99,stock,50,14,11101010,filler,1,41,59
2A,99,stock,50,15,00001101,filler,1,80,80
2A,99,stock,50,16,01011101,filler,1,97,97
2A,99,stock,50,17,11010010,filler,1,69,31
2A,99,stock,50,18,11111101,filler,1,95,95
2A,100,stock,50,1,00110101,filler,1,21,21
2A,100,stock,50,2,01110010,filler,1,73,27
2A,100,stock,50,3,10101111,target,4,80,80
2A,100,stock,50,4,11111101,filler,1,71,71
2A,100,stock,50,5,01010010,filler,1,33,67
2A,100,stock,50,6,00001101,filler,1,28,28
2A,100,stock,50,7,01010100,target,2,63,37
2A,100,stock,50,8,01011110,filler,1,70,30
2A,100,stock,50,9,00100000,target,5,73,27
2A,100,stock,50,10,01111111,target,7,25,25
2A,100,stock,50,11,11011001,filler,1,25,25
2A,100,stock,50,12,10000101,filler,1,28,28
2A,100,stock,50,13,10101010,filler,1,74,26
2A,100,stock,50,14,11000000,target,6,70,30
2A,100,stock,50,15,01101010,filler,1,71,29
2A,100,stock,50,16,11110010,filler,1,25,75
2A,100,stock,50,17,01000001,filler,1,77,77
2A,100,stock,50,18,10101000,target,3,72,28
2A,101,bingo,50,1,01110010,filler,1,52,48
2A,101,bingo,50,2,10111111,target,6,37,37
2A,101,bingo,50,3,01010010,filler,1,62,38
2A,101,bingo,50,4,01011101,filler,1,47,47
2A,101,bingo,50,5,10000001,filler,1,61,61
2A,101,bingo,50,6,00110101,filler,1,61,61
2A,101,bingo,50,7,01101010,filler,1,60,40
2A,101,bingo,50,8,01111111,target,7,43,43
2A,101,bingo,50,9,10101000,target,3,58,42
2A,101,bingo,50,10,11111010,filler,1,46,54
2A,101,bingo,50,11,01010101,filler,1,52,52
2A,101,bingo,50,12,10000101,filler,1,58,58
2A,101,bingo,50,13,10110100,target,2,53,47
2A,101,bingo,50,14,10100000,target,5,59,41
2A,101,bingo,50,15,10101010,filler,1,54,46
2A,101,bingo,50,16,11101010,filler,1,52,48
2A,101,bingo,50,17,10101111,target,4,44,44
2A,101,bingo,50,18,00001101,filler,1,61,61
2A,102,bingo,50,1,11110010,filler,1,51,49
2A,102,bingo,50,2,10000000,target,7,51,49
2A,102,bingo,50,3,10110100,target,2,51,49
2A,102,bingo,50,4,11001101,filler,1,52,52
2A,102,bingo,50,5,01010000,target,4,51,49
2A,102,bingo,50,6,00110101,filler,1,51,51
2A,102,bingo,50,7,11111010,filler,1,51,49
2A,102,bingo,50,8,10100110,filler,1,51,49
2A,102,bingo,50,9,01011101,filler,1,51,51
2A,102,bingo,50,10,10111111,target,6,51,51
2A,102,bingo,50,11,01010010,filler,1,51,49
2A,102,bingo,50,12,01101010,filler,1,51,49
2A,102,bingo,50,13,10101000,target,3,51,49
2A,102,bingo,50,14,11111101,filler,1,51,51
2A,102,bingo,50,15,10001010,filler,1,51,49
2A,102,bingo,50,16,11010010,filler,1,52,48
2A,102,bingo,50,17,00100000,target,5,51,49
2A,102,bingo,50,18,00110110,filler,1,51,49
2A,103,bingo,50,1,01110010,filler,1,50,50
2A,103,bingo,50,2,11111101,filler,1,83,83
2A,103,bingo,50,3,11000110,filler,1,49,51
2A,103,bingo,50,4,11010000,target,4,37,63
2A,103,bingo,50,5,01010100,target,2,39,61
2A,103,bingo,50,6,00001101,filler,1,27,27
2A,103,bingo,50,7,00110110,filler,1,48,52
2A,103,bingo,50,8,00110101,filler,1,51,51
2A,103,bingo,50,9,11101010,filler,1,51,49
2A,103,bingo,50,10,10001010,filler,1,29,71
2A,103,bingo,50,11,11010010,filler,1,51,49
2A,103,bingo,50,12,10100000,target,5,20,80
2A,103,bingo,50,13,11001101,filler,1,38,38
2A,103,bingo,50,14,11011001,filler,1,62,62
2A,103,bingo,50,15,10111111,target,6,70,70
2A,103,bingo,50,16,01000001,filler,1,73,73
2A,103,bingo,50,17,01111111,target,7,29,29
2A,103,bingo,50,18,01011000,target,3,55,45
2A,104,bingo,50,1,10100110,filler,1,52,48
2A,104,bingo,50,2,11111010,filler,1,51,49
2A,104,bingo,50,3,11111101,filler,1,51,51
2A,104,bingo,50,4,01111111,target,7,51,51
2A,104,bingo,50,5,10101111,target,4,50,50
2A,104,bingo,50,6,01011000,target,3,51,49
2A,104,bingo,50,7,01010100,target,2,51,49
2A,104,bingo,50,8,01000101,filler,1,50,50
2A,104,bingo,50,9,11000110,filler,1,50,50
2A,104,bingo,50,10,01011110,filler,1,50,50
2A,104,bingo,50,11,01101010,filler,1,51,49
2A,104,bingo,50,12,11101010,filler,1,50,50
2A,104,bingo,50,13,10111111,target,6,51,51
2A,104,bingo,50,14,10000001,filler,1,51,51
2A,104,bingo,50,15,11011111,target,5,50,50
2A,104,bingo,50,16,11110010,filler,1,50,50
2A,104,bingo,50,17,10001010,filler,1,51,49
2A,104,bingo,50,18,10101010,filler,1,50,50
2A,105,bingo,50,1,11110010,filler,1,50,50
2A,105,bingo,50,2,01011110,filler,1,50,50
2A,105,bingo,50,3,11001101,filler,1,50,50
2A,105,bingo,50,4,10101000,target,3,50,50
2A,105,bingo,50,5,01010101,filler,1,50,50
2A,105,bingo,50,6,01111111,target,7,50,50
2A,105,bingo,50,7,01011111,target,5,50,50
2A,105,bingo,50,8,01101010,filler,1,50,50
2A,105,bingo,50,9,00110101,filler,1,50,50
2A,105,bingo,50,10,01000101,filler,1,50,50
2A,105,bingo,50,11,01010000,target,4,50,50
2A,105,bingo,50,12,01110010,filler,1,50,50
2A,105,bingo,50,13,10000001,filler,1,50,50
2A,105,bingo,50,14,01001011,target,2,50,50
2A,105,bingo,50,15,10111111,target,6,50,50
2A,105,bingo,50,16,00001101,filler,1,50,50
2A,105,bingo,50,17,11010010,filler,1,50,50
2A,105,bingo,50,18,11000110,filler,1,50,50
2A,106,bingo,50,1,11101010,filler,1,0,100
2A,106,bingo,50,2,00001101,filler,1,100,100
2A,106,bingo,50,3,01010000,target,4,100,0
2A,106,bingo,50,4,11111101,filler,1,0,0
2A,106,bingo,50,5,11110010,filler,1,99,1
2A,106,bingo,50,6,00110101,filler,1,1,1
2A,106,bingo,50,7,10000000,target,7,99,1
2A,106,bingo,50,8,10101011,target,2,99,99
2A,106,bingo,50,9,10000101,filler,1,0,0
2A,106,bingo,50,10,10100000,target,5,99,1
2A,106,bingo,50,11,01011110,filler,1,1,99
2A,106,bingo,50,12,10101010,filler,1,100,0
2A,106,bingo,50,13,10101000,target,3,99,1
2A,106,bingo,50,14,00111111,target,6,0,0
2A,106,bingo,50,15,01000101,filler,1,1,1
2A,106,bingo,50,16,00110110,filler,1,99,1
2A,106,bingo,50,17,11011001,filler,1,98,98
2A,106,bingo,50,18,01000001,filler,1,99,99
2A,107,bingo,50,1,01101010,filler,1,52,48
2A,107,bingo,50,2,01011111,target,5,52,52
2A,107,bingo,50,3,01000101,filler,1,52,52
2A,107,bingo,50,4,11010010,filler,1,52,48
2A,107,bingo,50,5,01000000,target,6,53,47
2A,107,bingo,50,6,00001101,filler,1,52,52
2A,107,bingo,50,7,01010010,filler,1,53,47
2A,107,bingo,50,8,10101111,target,4,52,52
2A,107,bingo,50,9,01011110,filler,1,52,48
2A,107,bingo,50,10,01010101,filler,1,52,52
2A,107,bingo,50,11,10101010,filler,1,52,48
2A,107,bingo,50,12,10000001,filler,1,52,52
2A,107,bingo,50,13,00110101,filler,1,52,52
2A,107,bingo,50,14,10100111,target,3,52,52
2A,107,bingo,50,15,01001011,target,2,53,53
2A,107,bingo,50,16,11011001,filler,1,52,52
2A,107,bingo,50,17,10000000,target,7,53,47
2A,107,bingo,50,18,10000101,filler,1,52,52
2A,108,bingo,50,1,11111101,filler,1,95,95
2A,108,bingo,50,2,11110010,filler,1,9,91
2A,108,bingo,50,3,00001101,filler,1,88,88
2A,108,bingo,50,4,11010010,filler,1,48,52
2A,108,bingo,50,5,01010010,filler,1,88,12
2A,108,bingo,50,6,01010000,target,4,2,98
2A,108,bingo,50,7,01010101,filler,1,0,0
2A,108,bingo,50,8,01111111,target,7,100,100
2A,108,bingo,50,9,01001011,target,2,18,18
2A,108,bingo,50,10,10101000,target,3,67,33
2A,108,bingo,50,11,11011001,filler,1,26,26
2A,108,bingo,50,12,11001101,filler,1,53,53
2A,108,bingo,50,13,11000000,target,6,0,100
2A,108,bingo,50,14,00110101,filler,1,0,0
2A,108,bingo,50,15,01101010,filler,1,85,15
2A,108,bingo,50,16,11000110,filler,1,3,97
2A,108,bingo,50,17,10100000,target,5,31,69
2A,108,bingo,50,18,01011101,filler,1,89,89
2A,109,bingo,50,1,10001010,filler,1,51,49
2A,109,bingo,50,2,00110101,filler,1,51,51
2A,109,bingo,50,3,01010101,filler,1,51,51
2A,109,bingo,50,4,10000101,filler,1,51,51
2A,109,bingo,50,5,10110100,target,2,51,49
2A,109,bingo,50,6,10101111,target,4,51,51
2A,109,bingo,50,7,01000000,target,6,51,49
2A,109,bingo,50,8,01110010,filler,1,50,50
2A,109,bingo,50,9,11101010,filler,1,51,49
2A,109,bingo,50,10,11010010,filler,1,51,49
2A,109,bingo,50,11,10101000,target,3,50,50
2A,109,bingo,50,12,11111101,filler,1,50,50
2A,109,bingo,50,13,10100110,filler,1,50,50
2A,109,bingo,50,14,11011001,filler,1,50,50
2A,109,bingo,50,15,10000000,target,7,50,50
2A,109,bingo,50,16,00100000,target,5,50,50
2A,109,bingo,50,17,01101010,filler,1,50,50
2A,109,bingo,50,18,01000001,filler,1,50,50
2A,110,bingo,50,1,01010010,filler,1,96,4
2A,110,bingo,50,2,10101000,target,3,100,0
2A,110,bingo,50,3,01000001,filler,1,15,15
2A,110,bingo,50,4,11010010,filler,1,91,9
2A,110,bingo,50,5,10001010,filler,1,100,0
2A,110,bingo,50,6,10000000,target,7,0,100
2A,110,bingo,50,7,01110010,filler,1,0,100
2A,110,bingo,50,8,11111101,filler,1,95,95
2A,110,bingo,50,9,11011001,filler,1,49,49
2A,110,bingo,50,10,10101111,target,4,24,24
2A,110,bingo,50,11,01011111,target,5,87,87
2A,110,bingo,50,12,00110110,filler,1,7,93
2A,110,bingo,50,13,01000000,target,6,10,90
2A,110,bingo,50,14,01000101,filler,1,78,78
2A,110,bingo,50,15,01011110,filler,1,0,100
2A,110,bingo,50,16,01010101,filler,1,0,0
2A,110,bingo,50,17,10101010,filler,1,100,0
2A,110,bingo,50,18,01001011,target,2,0,0
2A,111,bingo,50,1,11010010,filler,1,68,32
2A,111,bingo,50,2,11110010,filler,1,41,59
2A,111,bingo,50,3,11000000,target,6,20,80
2A,111,bingo,50,4,10000001,filler,1,52,52
2A,111,bingo,50,5,10110100,target,2,64,36
2A,111,bingo,50,6,11111101,filler,1,33,33
2A,111,bingo,50,7,01000001,filler,1,73,73
2A,111,bingo,50,8,10001010,filler,1,75,25
2A,111,bingo,50,9,01000101,filler,1,65,65
2A,111,bingo,50,10,11011001,filler,1,36,36
2A,111,bingo,50,11,11010000,target,4,65,35
2A,111,bingo,50,12,01011110,filler,1,43,57
2A,111,bingo,50,13,01011000,target,3,68,32
2A,111,bingo,50,14,10000000,target,7,77,23
2A,111,bingo,50,15,11000110,filler,1,52,48
2A,111,bingo,50,16,01110010,filler,1,52,48
2A,111,bingo,50,17,00110110,filler,1,67,33
2A,111,bingo,50,18,00100000,target,5,82,18
2A,112,bingo,50,1,11000110,filler,1,47,53
2A,112,bingo,50,2,01010100,target,2,34,66
2A,112,bingo,50,3,11011001,filler,1,72,72
2A,112,bingo,50,4,10000001,filler,1,11,11
2A,112,bingo,50,5,00101111,target,4,81,81
2A,112,bingo,50,6,01111111,target,7,98,98
2A,112,bingo,50,7,11010010,filler,1,52,48
2A,112,bingo,50,8,00001101,filler,1,25,25
2A,112,bingo,50,9,11101010,filler,1,51,49
2A,112,bingo,50,10,00100000,target,5,4,96
2A,112,bingo,50,11,00111111,target,6,88,88
2A,112,bingo,50,12,01010010,filler,1,32,68
2A,112,bingo,50,13,10100110,filler,1,53,47
2A,112,bingo,50,14,01101010,filler,1,52,48
2A,112,bingo,50,15,00110110,filler,1,51,49
2A,112,bingo,50,16,01011110,filler,1,32,68
2A,112,bingo,50,17,01000001,filler,1,72,72
2A,112,bingo,50,18,01010111,target,3,30,30
2A,113,bingo,50,1,00001101,filler,1,33,33
2A,113,bingo,50,2,11111010,filler,1,20,80
2A,113,bingo,50,3,01011110,filler,1,49,51
2A,113,bingo,50,4,10101111,target,4,30,30
2A,113,bingo,50,5,01000101,filler,1,79,79
2A,113,bingo,50,6,01011101,filler,1,53,53
2A,113,bingo,50,7,11000110,filler,1,36,64
2A,113,bingo,50,8,10100110,filler,1,70,30
2A,113,bingo,50,9,01000000,target,6,66,34
2A,113,bingo,50,10,01000001,filler,1,78,78
2A,113,bingo,50,11,11110010,filler,1,29,71
2A,113,bingo,50,12,10000101,filler,1,67,67
2A,113,bingo,50,13,01001011,target,2,53,53
2A,113,bingo,50,14,11111101,filler,1,21,21
2A,113,bingo,50,15,10000000,target,7,78,22
2A,113,bingo,50,16,01101010,filler,1,53,47
2A,113,bingo,50,17,01010111,target,3,50,50
2A,113,bingo,50,18,00100000,target,5,79,21
2A,114,bingo,50,1,01000101,filler,1,35,35
2A,114,bingo,50,2,11111010,filler,1,82,18
2A,114,bingo,50,3,00101111,target,4,65,65
2A,114,bingo,50,4,01010111,target,3,64,64
2A,114,bingo,50,5,11000000,target,6,11,89
2A,114,bingo,50,6,00110101,filler,1,49,49
2A,114,bingo,50,7,00110110,filler,1,51,49
2A,114,bingo,50,8,01111111,target,7,94,94
2A,114,bingo,50,9,01000001,filler,1,10,10
2A,114,bingo,50,10,01001011,target,2,49,49
2A,114,bingo,50,11,01010101,filler,1,49,49
2A,114,bingo,50,12,11011111,target,5,95,95
2A,114,bingo,50,13,01011110,filler,1,82,18
2A,114,bingo,50,14,01110010,filler,1,52,48
2A,114,bingo,50,15,01011101,filler,1,69,69
2A,114,bingo,50,16,01101010,filler,1,52,48
2A,114,bingo,50,17,11111101,filler,1,87,87
2A,114,bingo,50,18,10001010,filler,1,68,32
2A,115,bingo,50,1,01000101,filler,1,56,56
2A,115,bingo,50,2,01010101,filler,1,50,50
2A,115,bingo,50,3,01010010,filler,1,56,44
2A,115,bingo,50,4,11011001,filler,1,46,46
2A,115,bingo,50,5,10100111,target,3,44,44
2A,115,bingo,50,6,10001010,filler,1,58,42
2A,115,bingo,50,7,01101010,filler,1,49,51
2A,115,bingo,50,8,00001101,filler,1,54,54
2A,115,bingo,50,9,10111111,target,6,31,31
2A,115,bingo,50,10,11110010,filler,1,48,52
2A,115,bingo,50,11,10101011,target,2,46,46
2A,115,bingo,50,12,11001101,filler,1,48,48
2A,115,bingo,50,13,10000101,filler,1,55,55
2A,115,bingo,50,14,10000000,target,7,72,28
2A,115,bingo,50,15,11000110,filler,1,49,51
2A,115,bingo,50,16,00110110,filler,1,51,49
2A,115,bingo,50,17,11011111,target,5,38,38
2A,115,bingo,50,18,01010000,target,4,57,43
2A,116,bingo,50,1,11010010,filler,1,50,50
2A,116,bingo,50,2,10111111,target,6,76,76
2A,116,bingo,50,3,01111111,target,7,100,100
2A,116,bingo,50,4,10110100,target,2,79,21
2A,116,bingo,50,5,11110010,filler,1,38,62
2A,116,bingo,50,6,11001101,filler,1,55,55
2A,116,bingo,50,7,10100111,target,3,53,53
2A,116,bingo,50,8,01011111,target,5,91,91
2A,116,bingo,50,9,10100110,filler,1,53,47
2A,116,bingo,50,10,01000001,filler,1,55,55
2A,116,bingo,50,11,00110110,filler,1,55,45
2A,116,bingo,50,12,00001101,filler,1,49,49
2A,116,bingo,50,13,10101010,filler,1,64,36
2A,116,bingo,50,14,11000110,filler,1,32,68
2A,116,bingo,50,15,10000001,filler,1,36,36
2A,116,bingo,50,16,11111101,filler,1,54,54
2A,116,bingo,50,17,01010000,target,4,91,9
2A,116,bingo,50,18,01000101,filler,1,40,40
2A,117,bingo,50,1,10101010,filler,1,64,36
2A,117,bingo,50,2,11011111,target,5,94,94
2A,117,bingo,50,3,01010010,filler,1,90,10
2A,117,bingo,50,4,11000110,filler,1,88,12
2A,117,bingo,50,5,01010000,target,4,95,5
2A,117,bingo,50,6,11000000,target,6,96,4
2A,117,bingo,50,7,10000000,target,7,93,7
2A,117,bingo,50,8,11011001,filler,1,82,82
2A,117,bingo,50,9,10110100,target,2,90,10
2A,117,bingo,50,10,00110101,filler,1,83,83
2A,117,bingo,50,11,10100110,filler,1,71,29
2A,117,bingo,50,12,00001101,filler,1,70,70
2A,117,bingo,50,13,11001101,filler,1,55,55
2A,117,bingo,50,14,01010101,filler,1,57,57
2A,117,bingo,50,15,11010010,filler,1,72,28
2A,117,bingo,50,16,01101010,filler,1,68,32
2A,117,bingo,50,17,10101000,target,3,57,43
2A,117,bingo,50,18,11101010,filler,1,52,48
2A,118,bingo,50,1,01000001,filler,1,12,12
2A,118,bingo,50,2,00100000,target,5,8,92
2A,118,bingo,50,3,10000101,filler,1,19,19
2A,118,bingo,50,4,10001010,filler,1,23,77
2A,118,bingo,50,5,01010010,filler,1,22,78
2A,118,bingo,50,6,10101011,target,2,78,78
2A,118,bingo,50,7,11001101,filler,1,73,73
2A,118,bingo,50,8,00110110,filler,1,64,36
2A,118,bingo,50,9,01010101,filler,1,50,50
2A,118,bingo,50,10,01010000,target,4,14,86
2A,118,bingo,50,11,01000101,filler,1,24,24
2A,118,bingo,50,12,01011110,filler,1,81,19
2A,118,bingo,50,13,10100111,target,3,76,76
2A,118,bingo,50,14,01111111,target,7,93,93
2A,118,bingo,50,15,01101010,filler,1,50,50
2A,118,bingo,50,16,01011101,filler,1,81,81
2A,118,bingo,50,17,11000000,target,6,13,87
2A,118,bingo,50,18,10100110,filler,1,48,52
2A,119,bingo,50,1,01000001,filler,1,16,16
2A,119,bingo,50,2,11000110,filler,1,31,69
2A,119,bingo,50,3,01000000,target,6,100,0
2A,119,bingo,50,4,11110010,filler,1,78,22
2A,119,bingo,50,5,00001101,filler,1,78,78
2A,119,bingo,50,6,00101111,target,4,90,90
2A,119,bingo,50,7,10100000,target,5,98,2
2A,119,bingo,50,8,11010010,filler,1,39,61
2A,119,bingo,50,9,01101010,filler,1,40,60
2A,119,bingo,50,10,10110100,target,2,34,66
2A,119,bingo,50,11,10000000,target,7,100,0
2A,119,bingo,50,12,00110110,filler,1,34,66
2A,119,bingo,50,13,10101010,filler,1,32,68
2A,119,bingo,50,14,10101000,target,3,69,31
2A,119,bingo,50,15,00110101,filler,1,66,66
2A,119,bingo,50,16,11001101,filler,1,63,63
2A,119,bingo,50,17,11111101,filler,1,82,82
2A,119,bingo,50,18,01010010,filler,1,40,60
2A,120,bingo,50,1,10101010,filler,1,100,0
2A,120,bingo,50,2,11011001,filler,1,100,100
2A,120,bingo,50,3,01010100,target,2,91,9
2A,120,bingo,50,4,01111111,target,7,60,60
2A,120,bingo,50,5,11111010,filler,1,51,49
2A,120,bingo,50,6,01000000,target,6,86,14
2A,120,bingo,50,7,10100000,target,5,77,23
2A,120,bingo,50,8,01010010,filler,1,66,34
2A,120,bingo,50,9,01000001,filler,1,77,77
2A,120,bingo,50,10,11000110,filler,1,57,43
2A,120,bingo,50,11,10000101,filler,1,71,71
2A,120,bingo,50,12,11101010,filler,1,64,36
2A,120,bingo,50,13,01011110,filler,1,53,47
2A,120,bingo,50,14,01110010,filler,1,57,43
2A,120,bingo,50,15,00110110,filler,1,57,43
2A,120,bingo,50,16,00110101,filler,1,67,67
2A,120,bingo,50,17,01010000,target,4,72,28
2A,120,bingo,50,18,10100111,target,3,63,63
2A,121,bingo,50,1,00110110,filler,1,51,49
2A,121,bingo,50,2,11111101,filler,1,19,19
2A,121,bingo,50,3,11110010,filler,1,24,76
2A,121,bingo,50,4,01011110,filler,1,20,80
2A,121,bingo,50,5,10110100,target,2,51,49
2A,121,bingo,50,6,01011101,filler,1,20,20
2A,121,bingo,50,7,01010000,target,4,92,8
2A,121,bingo,50,8,01011000,target,3,66,34
2A,121,bingo,50,9,11011111,target,5,7,7
2A,121,bingo,50,10,01010101,filler,1,50,50
2A,121,bingo,50,11,10000000,target,7,100,0
2A,121,bingo,50,12,11101010,filler,1,50,50
2A,121,bingo,50,13,00001101,filler,1,66,66
2A,121,bingo,50,14,11011001,filler,1,34,34
2A,121,bingo,50,15,00110101,filler,1,50,50
2A,121,bingo,50,16,01101010,filler,1,51,49
2A,121,bingo,50,17,01000101,filler,1,59,59
2A,121,bingo,50,18,00111111,target,6,22,22
2A,122,bingo,50,1,11010010,filler,1,55,45
2A,122,bingo,50,2,01000101,filler,1,48,48
2A,122,bingo,50,3,00111111,target,6,41,41
2A,122,bingo,50,4,01011101,filler,1,37,37
2A,122,bingo,50,5,11110010,filler,1,39,61
2A,122,bingo,50,6,11111010,filler,1,29,71
2A,122,bingo,50,7,01011110,filler,1,64,36
2A,122,bingo,50,8,10101010,filler,1,52,48
2A,122,bingo,50,9,00001101,filler,1,52,52
2A,122,bingo,50,10,11001101,filler,1,40,40
2A,122,bingo,50,11,10100110,filler,1,46,54
2A,122,bingo,50,12,01011111,target,5,49,49
2A,122,bingo,50,13,00101111,target,4,44,44
2A,122,bingo,50,14,10101000,target,3,55,45
2A,122,bingo,50,15,01111111,target,7,26,26
2A,122,bingo,50,16,01000001,filler,1,76,76
2A,122,bingo,50,17,11011001,filler,1,52,52
2A,122,bingo,50,18,01010100,target,2,53,47
2A,123,bingo,50,1,00110110,filler,1,51,49
2A,123,bingo,50,2,01011101,filler,1,61,61
2A,123,bingo,50,3,01000101,filler,1,36,36
2A,123,bingo,50,4,11101010,filler,1,51,49
2A,123,bingo,50,5,01010101,filler,1,6,6
2A,123,bingo,50,6,10101011,target,2,41,41
2A,123,bingo,50,7,10000001,filler,1,72,72
2A,123,bingo,50,8,01101010,filler,1,55,45
2A,123,bingo,50,9,10101111,target,4,21,21
2A,123,bingo,50,10,01000000,target,6,80,20
